game_uuid,genre_id
5B588F62-853F-4E83-AB07-1B24A57C8603,31
FCD711C3-09FA-44DD-9B80-DB1F65540DB8,15
FCD711C3-09FA-44DD-9B80-DB1F65540DB8,31
FCD711C3-09FA-44DD-9B80-DB1F65540DB8,13
FCD711C3-09FA-44DD-9B80-DB1F65540DB8,32
A1938860-910D-42FC-A17E-6BD7718510AA,15
A1938860-910D-42FC-A17E-6BD7718510AA,31
A1938860-910D-42FC-A17E-6BD7718510AA,35
A1938860-910D-42FC-A17E-6BD7718510AA,32
A1938860-910D-42FC-A17E-6BD7718510AA,16
64696CBE-29D0-4A93-ACB0-CC00E759C015,32
64696CBE-29D0-4A93-ACB0-CC00E759C015,13
64696CBE-29D0-4A93-ACB0-CC00E759C015,15
286540AE-8943-4F41-A244-76CB754B9CC0,9
286540AE-8943-4F41-A244-76CB754B9CC0,31
286540AE-8943-4F41-A244-76CB754B9CC0,12
286540AE-8943-4F41-A244-76CB754B9CC0,2
286540AE-8943-4F41-A244-76CB754B9CC0,32
94C73B23-9AFE-4952-94D2-9564FDE8F7CB,9
94C73B23-9AFE-4952-94D2-9564FDE8F7CB,31
94C73B23-9AFE-4952-94D2-9564FDE8F7CB,5
